index,prediction,truth
252313,BEG a ball dark BEG BEG BEG BEG BEG,fetch a medium blue very_light key
253389,BEG BEG a ball ball dark BEG BEG BEG,get a grey small neutral key
253797,BEG BEG a ball ball dark BEG BEG BEG,go fetch a purple very_light giant key
254960,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a light grey large key
255328,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a neutral giant grey ball
255351,BEG BEG a ball ball dark BEG BEG BEG,fetch a green very_light tiny ball
255758,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a small light purple key
256080,BEG BEG a ball ball dark BEG BEG BEG,go get a very_dark medium green key
256249,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a green tiny neutral ball
258745,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a blue medium neutral ball
259760,BEG BEG a ball ball dark BEG BEG BEG,fetch a green very_dark medium key
260312,BEG BEG a ball ball dark BEG BEG BEG,go get a tiny purple very_dark key
264099,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a medium red very_dark ball
264705,BEG BEG a ball ball dark BEG BEG BEG,get a grey very_light large ball
264906,BEG BEG a ball ball dark BEG BEG BEG,fetch a grey small dark key
265666,BEG BEG a ball ball dark BEG BEG BEG,go fetch a neutral tiny grey ball
265921,BEG BEG a ball ball dark BEG BEG BEG,go get a green very_light small key
267633,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a very_dark small green key
267929,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a grey small neutral key
268036,BEG BEG a ball ball dark BEG BEG BEG,get a medium grey dark key
268237,BEG BEG BEG a ball ball dark BEG BEG,go get a tiny blue light ball
269149,BEG a ball dark BEG BEG BEG BEG BEG,go get a small very_light purple key
269927,BEG a ball dark BEG BEG BEG BEG BEG,get a dark purple large key
270279,BEG BEG a ball ball dark BEG BEG BEG,fetch a grey light small ball
270697,BEG BEG a ball ball dark BEG BEG BEG,fetch a large purple light key
272060,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a light small red key
272120,BEG a ball dark BEG BEG BEG BEG BEG,get a neutral green tiny key
272874,BEG BEG a ball dark BEG BEG BEG BEG,go get a purple dark giant key
272984,BEG BEG a ball ball dark BEG BEG BEG,fetch a very_dark giant purple key
273163,BEG BEG a ball ball dark BEG BEG BEG,get a green neutral tiny ball
273266,BEG BEG a ball ball dark BEG BEG BEG,go get a neutral small purple key
273598,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a neutral tiny yellow key
273810,BEG BEG a ball ball dark BEG BEG BEG,go get a purple medium very_light key
273959,BEG BEG BEG a ball ball dark BEG BEG,fetch a light grey medium key
274012,BEG BEG BEG a ball ball dark BEG BEG,fetch a tiny grey light key
274200,BEG BEG a ball ball dark BEG BEG BEG,get a green tiny very_dark ball
274270,BEG BEG a ball ball dark BEG BEG BEG,go fetch a green giant dark ball
274371,BEG BEG a ball ball dark BEG BEG BEG,go fetch a tiny dark red key
274872,BEG BEG a ball ball dark BEG BEG BEG,fetch a green tiny very_light ball
275133,BEG BEG a ball ball dark BEG BEG BEG,get a medium dark purple ball
276341,BEG BEG a ball ball dark BEG BEG BEG,get a grey giant neutral ball
278013,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a neutral green giant key
278239,BEG BEG a ball ball dark BEG BEG BEG,fetch a large dark blue ball
278468,BEG BEG a ball ball dark BEG BEG BEG,fetch a red light small key
278661,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a grey very_light tiny ball
279407,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a very_dark medium purple ball
279785,BEG BEG a ball ball dark BEG BEG BEG,get a red medium light key
279819,BEG BEG a ball ball dark BEG BEG BEG,get a very_dark tiny purple ball
280106,BEG BEG a ball ball dark BEG BEG BEG,go get a large yellow very_dark key
280697,BEG BEG BEG a ball ball dark BEG BEG,get a grey very_light tiny key
281102,BEG BEG a ball ball dark BEG BEG BEG,go get a medium neutral grey ball
281344,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a neutral blue large key
281796,BEG BEG a ball ball dark BEG BEG BEG,fetch a red giant very_light key
282063,BEG BEG a ball ball dark BEG BEG BEG,get a grey dark tiny ball
282427,BEG BEG a ball ball dark BEG BEG BEG,go get a blue small neutral key
282590,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a green tiny light ball
283090,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a green tiny very_light ball
283682,BEG BEG a ball ball dark BEG BEG BEG,go fetch a medium purple dark ball
283946,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a purple giant dark key
284093,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a dark green small key
285656,BEG BEG a ball ball dark BEG BEG BEG,go fetch a tiny dark blue ball
287252,BEG a ball dark BEG BEG BEG BEG BEG,go get a medium red neutral ball
287316,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a green tiny light ball
288276,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a purple very_light small key
290534,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a neutral small green ball
291725,BEG BEG a ball ball dark BEG BEG BEG,get a yellow very_dark large key
292552,BEG BEG BEG a ball ball dark BEG BEG,go fetch a large light blue ball
293952,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a purple medium dark key
294282,,you must fetch a giant red neutral key
295290,BEG BEG a ball ball dark BEG BEG BEG,go get a small neutral green key
295679,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a giant grey dark key
296187,BEG BEG a ball ball dark BEG BEG BEG,get a very_light large grey ball
296523,BEG BEG a ball ball dark BEG BEG BEG,get a giant purple very_dark ball
296634,BEG BEG BEG a ball ball dark BEG BEG,go get a grey small dark ball
297266,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a giant purple very_dark ball
297271,a ball dark BEG BEG BEG BEG BEG a,you must fetch a blue light large ball
298639,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a purple very_dark small key
299203,BEG a ball dark BEG BEG BEG BEG BEG,fetch a giant very_dark purple ball
300038,BEG BEG a ball ball dark BEG BEG BEG,get a small light blue ball
300681,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a dark tiny grey ball
300872,BEG BEG a ball ball dark BEG BEG BEG,go get a medium purple dark ball
300954,BEG BEG BEG a ball ball dark BEG BEG,go fetch a blue medium light key
301360,BEG BEG a ball ball dark BEG BEG BEG,go fetch a purple dark giant key
303971,BEG BEG a ball ball dark BEG BEG BEG,fetch a giant very_dark purple ball
304758,BEG BEG a ball ball dark BEG BEG BEG,go get a small blue neutral key
305370,BEG BEG a ball ball dark BEG BEG BEG,go get a red neutral giant ball
306238,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a green very_dark tiny key
306725,BEG BEG a ball ball dark BEG BEG BEG,go get a grey light tiny ball
307595,BEG BEG a ball ball dark BEG BEG BEG,get a dark yellow giant ball
308318,a ball dark BEG BEG BEG BEG BEG a,get a very_dark giant yellow key
308481,BEG a ball dark BEG BEG BEG BEG BEG,get a very_dark green medium key
309331,BEG BEG a ball ball dark BEG BEG BEG,fetch a very_light small blue ball
310681,BEG BEG a ball ball dark BEG BEG BEG,go fetch a grey light medium key
311378,BEG BEG a ball ball dark BEG BEG BEG,fetch a neutral yellow giant ball
311673,BEG BEG BEG a ball ball dark BEG BEG,go fetch a medium purple dark key
312372,BEG BEG a ball dark BEG BEG BEG BEG,you must fetch a medium light red ball
312709,BEG BEG a ball ball dark BEG BEG BEG,fetch a dark giant purple ball
313010,BEG BEG a ball ball dark BEG BEG BEG,get a grey small neutral key
313098,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a very_light green giant key
313248,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a giant purple neutral key
313649,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a giant green neutral key
314528,BEG a ball dark BEG BEG BEG BEG BEG,get a green small light ball
315026,BEG a ball dark BEG BEG BEG BEG BEG,get a small grey neutral key
315156,a ball dark BEG BEG BEG BEG BEG a,go get a light tiny green key
315307,a ball dark BEG BEG BEG BEG BEG a,fetch a large very_light purple ball
315648,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a grey medium dark ball
315693,BEG BEG a ball ball dark BEG BEG BEG,go get a red dark tiny ball
318755,BEG a ball dark BEG BEG BEG BEG BEG,fetch a tiny very_dark green key
319295,BEG BEG BEG a ball ball dark BEG BEG,fetch a grey dark medium key
319728,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a light yellow small ball
319903,a green grey medium blue key medium medium blue,you must fetch a dark yellow medium ball
320534,BEG BEG a ball dark BEG BEG BEG BEG,go fetch a light blue tiny key
320852,BEG BEG a ball ball dark BEG BEG BEG,get a very_dark red giant ball
321292,BEG BEG a ball ball dark BEG BEG BEG,get a yellow tiny neutral key
321308,a green grey red go,fetch a medium grey neutral ball
321580,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a medium blue very_dark key
321901,BEG BEG a ball ball dark BEG BEG BEG,go fetch a small dark grey key
323309,BEG BEG a ball ball dark BEG BEG BEG,go fetch a small light yellow key
324070,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a dark small red ball
324565,BEG BEG a ball ball dark BEG BEG BEG,fetch a large very_dark yellow ball
324635,a ball dark BEG BEG BEG BEG BEG a,go get a large dark grey key
324693,BEG BEG a ball ball dark BEG BEG BEG,go fetch a grey neutral small key
324745,BEG BEG BEG a ball ball dark BEG BEG,you must fetch a medium light red ball
324775,BEG a ball dark BEG BEG BEG BEG BEG,fetch a purple very_light medium key
325522,BEG BEG a ball ball dark BEG BEG BEG,get a large neutral red ball
326268,BEG a ball dark BEG BEG BEG BEG BEG,go get a very_light giant purple key
326319,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a small light grey key
326419,BEG BEG a ball ball dark BEG BEG BEG,go get a neutral grey large key
326869,a ball dark BEG BEG BEG BEG BEG a,go fetch a small green very_dark key
327013,BEG BEG a ball ball dark BEG BEG BEG,go fetch a large green very_light key
328448,BEG BEG a ball dark BEG BEG BEG BEG,go get a dark blue giant ball
328714,BEG BEG a ball ball dark BEG BEG BEG,get a neutral small green key
329503,BEG BEG a ball ball dark BEG BEG BEG,fetch a giant grey dark key
330002,BEG BEG a ball ball dark BEG BEG BEG,get a purple giant dark ball
331562,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a tiny dark grey ball
332251,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a large very_dark purple key
332335,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a large dark blue key
332642,BEG BEG a ball ball dark BEG BEG BEG,get a dark blue large key
332657,BEG BEG a ball ball dark BEG BEG BEG,go fetch a very_dark green medium key
333497,BEG BEG a ball ball dark BEG BEG BEG,go fetch a red medium neutral ball
333534,BEG a ball dark BEG BEG BEG BEG BEG,get a dark green medium key
333968,BEG BEG a ball ball dark BEG BEG BEG,get a small yellow light ball
334021,BEG BEG a ball ball dark BEG BEG BEG,fetch a purple dark medium ball
334102,a ball dark BEG BEG BEG BEG BEG a,get a large blue dark ball
334623,BEG BEG a ball ball dark BEG BEG BEG,go fetch a grey tiny dark ball
334971,BEG BEG a ball ball dark BEG BEG BEG,go get a dark giant yellow ball
335038,BEG BEG a ball ball dark BEG BEG BEG,go fetch a light tiny green ball
336013,BEG a ball dark BEG BEG BEG BEG BEG,go get a blue giant very_dark ball
337571,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a tiny dark purple key
337973,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a small grey dark ball
338065,BEG BEG a ball ball dark BEG BEG BEG,go get a large very_light grey ball
338381,BEG a ball dark BEG BEG BEG BEG BEG,fetch a very_light green large key
338983,BEG BEG BEG a ball ball dark BEG BEG,you must fetch a neutral red giant key
339490,BEG a ball dark BEG BEG BEG BEG BEG,go get a tiny purple very_dark ball
339663,BEG BEG a ball ball dark BEG BEG BEG,fetch a very_light giant green key
339781,BEG BEG BEG a ball ball dark BEG BEG,get a grey small dark key
340298,BEG BEG a ball ball dark BEG BEG BEG,go fetch a neutral grey tiny key
340656,BEG BEG a ball ball dark BEG BEG BEG,fetch a purple small very_dark key
342435,BEG BEG a ball ball dark BEG BEG BEG,fetch a very_dark small green key
342542,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a tiny green very_dark ball
342734,BEG BEG a ball ball dark BEG BEG BEG,get a giant dark blue key
342779,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a blue giant dark key
344001,BEG BEG a ball ball dark BEG BEG BEG,fetch a yellow large very_dark ball
344184,BEG BEG a ball ball dark BEG BEG BEG,go get a red neutral large ball
344429,BEG BEG BEG a ball ball dark BEG BEG,go get a purple medium light key
344457,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a blue tiny light key
345132,BEG BEG a ball ball dark BEG BEG BEG,get a light green medium key
345761,BEG BEG a ball ball dark BEG BEG BEG,go fetch a medium very_light red ball
346098,BEG BEG a ball ball dark BEG BEG BEG,go get a blue large very_dark ball
346388,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a green light medium key
346464,BEG BEG a ball ball dark BEG BEG BEG,go get a purple dark giant key
347106,a green grey red go,fetch a tiny yellow very_dark ball
348554,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a very_dark small blue ball
348633,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a giant dark blue ball
348708,BEG BEG a ball ball dark BEG BEG BEG,go fetch a large yellow very_dark ball
349540,a ball dark BEG BEG BEG BEG BEG a,you must fetch a green very_light large key
349585,BEG BEG a ball ball dark BEG BEG BEG,fetch a red large very_dark key
349803,BEG BEG a ball ball dark BEG BEG BEG,go get a small dark grey key
351184,BEG a ball dark BEG BEG BEG BEG BEG,go get a blue giant neutral ball
351708,BEG BEG a ball ball dark BEG BEG BEG,go get a small purple neutral key
352283,BEG BEG a ball ball dark BEG BEG BEG,go fetch a very_dark giant blue ball
352507,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a very_dark purple large key
353114,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a red dark tiny key
353304,BEG BEG a ball ball dark BEG BEG BEG,go get a grey dark large key
353342,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a medium green very_dark ball
354699,BEG a ball dark BEG BEG BEG BEG BEG,fetch a dark green large key
354856,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a green neutral small ball
355102,BEG BEG a ball ball dark BEG BEG BEG,go get a dark blue medium key
355311,BEG BEG a ball ball dark BEG BEG BEG,go get a very_dark red small ball
356029,BEG BEG a ball ball dark BEG BEG BEG,fetch a light medium red ball
356899,BEG a ball dark BEG BEG BEG BEG BEG,you must fetch a small blue light ball
357677,BEG BEG a ball ball dark BEG BEG BEG,go fetch a neutral medium purple key
359345,BEG a ball dark BEG BEG BEG BEG BEG,go get a small very_dark purple ball
359445,BEG BEG a ball dark BEG BEG BEG BEG,go get a very_dark tiny green key
359846,BEG BEG a ball ball dark BEG BEG BEG,get a very_dark giant yellow key
359932,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a tiny grey light key
360022,BEG BEG a ball ball dark BEG BEG BEG,go fetch a blue giant very_dark ball
360037,a green grey red go,get a large purple very_dark key
360039,,get a light tiny green ball
360192,BEG a ball dark BEG BEG BEG BEG BEG,go get a tiny blue light ball
360203,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a blue large light ball
360789,BEG BEG a ball ball dark BEG BEG BEG,go get a medium light purple key
361182,BEG a ball dark BEG BEG BEG BEG BEG,get a yellow large very_dark ball
361709,BEG BEG a ball ball dark BEG BEG BEG,go fetch a very_light large purple ball
361749,BEG BEG a ball ball dark BEG BEG BEG,fetch a giant very_dark yellow key
362182,BEG BEG a ball ball dark BEG BEG BEG,go fetch a purple neutral tiny key
362249,BEG a ball dark BEG BEG BEG BEG BEG,go get a dark small green key
362539,a ball dark BEG BEG BEG BEG BEG a,you must fetch a grey large neutral key
363371,a green grey medium blue key medium medium blue,fetch a medium purple neutral key
363514,BEG BEG a ball ball dark BEG BEG BEG,get a very_light medium red ball
364190,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a very_light green small ball
364797,BEG BEG a ball ball dark BEG BEG BEG,you must fetch a neutral purple small key
364972,BEG a ball dark BEG BEG BEG BEG BEG,get a dark grey medium ball
364979,BEG a ball dark BEG BEG BEG BEG BEG,fetch a red small neutral ball
365477,BEG BEG a ball ball dark BEG BEG BEG,go get a large very_light green key
365754,BEG BEG a ball ball dark BEG BEG BEG,fetch a neutral red medium ball
366233,BEG BEG a ball ball dark BEG BEG BEG,go get a dark green medium ball
366506,BEG BEG a ball dark BEG BEG BEG BEG,you must fetch a blue small very_light key
367224,BEG BEG BEG a ball ball dark BEG BEG,get a small very_light blue key
367631,BEG BEG a ball ball dark BEG BEG BEG,fetch a light yellow small key
368935,BEG a ball dark BEG BEG BEG BEG BEG,go fetch a light green medium key
369302,BEG BEG a ball ball dark BEG BEG BEG,fetch a small light green key
